state,census_id,city
Ohio,1600000US3979002,Upper Arlington
Ohio,1600000US3980892,Warren
Ohio,1600000US3983342,Westerville
Ohio,1600000US3983622,Westlake
Ohio,1600000US3988000,Youngstown
Ohio,1600000US3988084,Zanesville
Oklahoma,1600000US4004450,Bartlesville
Oklahoma,1600000US4009050,Broken Arrow
Oklahoma,1600000US4023200,Edmond
Oklahoma,1600000US4023950,Enid
Oklahoma,1600000US4041850,Lawton
Oklahoma,1600000US4048350,Midwest
Oklahoma,1600000US4049200,Moore
Oklahoma,1600000US4050050,Muskogee
Oklahoma,1600000US4052500,Norman
Oklahoma,1600000US4055000,Oklahoma
Oklahoma,1600000US4059850,Ponca
Oklahoma,1600000US4066800,Shawnee
Oklahoma,1600000US4070300,Stillwater
Oklahoma,1600000US4075000,Tulsa
Oregon,1600000US4101000,Albany
Oregon,1600000US4105350,Beaverton
Oregon,1600000US4105800,Bend
Oregon,1600000US4115800,Corvallis
Oregon,1600000US4123850,Eugene
Oregon,1600000US4131250,Gresham
Oregon,1600000US4134100,Hillsboro
Oregon,1600000US4138500,Keizer
Oregon,1600000US4140550,Lake Oswego
Oregon,1600000US4145000,McMinnville
Oregon,1600000US4147000,Medford
Oregon,1600000US4155200,Oregon
Oregon,1600000US4159000,Portland
Oregon,1600000US4164900,Salem
Oregon,1600000US4169600,Springfield
Oregon,1600000US4173650,Tigard
Pennsylvania,1600000US4202000,Allentown
Pennsylvania,1600000US4202184,Altoona
Pennsylvania,1600000US4206064,Bethel Park borough
Pennsylvania,1600000US4206088,Bethlehem
Pennsylvania,1600000US4213208,Chester
Pennsylvania,1600000US4221648,Easton
Pennsylvania,1600000US4224000,Erie
Pennsylvania,1600000US4232800,Harrisburg
Pennsylvania,1600000US4241216,Lancaster
Pennsylvania,1600000US4253368,New Castle
Pennsylvania,1600000US4254656,Norristown borough
Pennsylvania,1600000US4260000,Philadelphia
Pennsylvania,1600000US4261000,Pittsburgh
Pennsylvania,1600000US4263624,Reading
Pennsylvania,1600000US4269000,Scranton
Pennsylvania,1600000US4273808,State College borough
Pennsylvania,1600000US4285312,Williamsport
Pennsylvania,1600000US4287048,York
Rhode Island,1600000US4419180,Cranston
Rhode Island,1600000US4422960,East Providence
Rhode Island,1600000US4449960,Newport
Rhode Island,1600000US4454640,Pawtucket
Rhode Island,1600000US4459000,Providence
Rhode Island,1600000US4474300,Warwick
Rhode Island,1600000US4480780,Woonsocket
South Carolina,1600000US4500550,Aiken
South Carolina,1600000US4513330,Charleston
South Carolina,1600000US4516000,Columbia
South Carolina,1600000US4525810,Florence
South Carolina,1600000US4529815,Goose Creek
South Carolina,1600000US4530850,Greenville
South Carolina,1600000US4548535,Mount Pleasant
South Carolina,1600000US4550875,North Charleston
South Carolina,1600000US4561405,Rock Hill
South Carolina,1600000US4570270,Summerville
South Carolina,1600000US4570405,Sumter
South Dakota,1600000US4652980,Rapid
South Dakota,1600000US4659020,Sioux Falls
Tennessee,1600000US4703440,Bartlett
Tennessee,1600000US4714000,Chattanooga
Tennessee,1600000US4715160,Clarksville
Tennessee,1600000US4715400,Cleveland
Tennessee,1600000US4716420,Collierville
Tennessee,1600000US4716540,Columbia
Tennessee,1600000US4727740,Franklin
Tennessee,1600000US4728960,Germantown
Tennessee,1600000US4733280,Hendersonville
Tennessee,1600000US4737640,Jackson
Tennessee,1600000US4738320,Johnson
Tennessee,1600000US4739560,Kingsport
Tennessee,1600000US4740000,Knoxville
Tennessee,1600000US4748000,Memphis
Tennessee,1600000US4751560,Murfreesboro
Tennessee,1600000US4755120,Oak Ridge
Tennessee,1600000US4769420,Smyrna
Texas,1600000US4801000,Abilene
Texas,1600000US4801924,Allen
Texas,1600000US4803000,Amarillo
Texas,1600000US4804000,Arlington
Texas,1600000US4805000,Austin
Texas,1600000US4806128,Baytown
Texas,1600000US4807000,Beaumont
Texas,1600000US4807132,Bedford
Texas,1600000US4808236,Big Spring
Texas,1600000US4810768,Brownsville
Texas,1600000US4810912,Bryan
Texas,1600000US4813024,Carrollton
Texas,1600000US4813492,Cedar Hill
Texas,1600000US4813552,Cedar Park
Texas,1600000US4815364,Cleburne
Texas,1600000US4815976,College Station
Texas,1600000US4816432,Conroe
Texas,1600000US4816612,Coppell
Texas,1600000US4816624,Copperas Cove
Texas,1600000US4817000,Corpus Christi
Texas,1600000US4819000,Dallas
Texas,1600000US4819624,Deer Park
Texas,1600000US4819792,Del Rio
Texas,1600000US4819972,Denton
Texas,1600000US4820092,DeSoto
Texas,1600000US4821628,Duncanville
Texas,1600000US4822660,Edinburg
Texas,1600000US4824000,El Paso
Texas,1600000US4824768,Euless
Texas,1600000US4825452,Farmers Branch
Texas,1600000US4826232,Flower Mound
Texas,1600000US4827000,Fort Worth
Texas,1600000US4827648,Friendswood
Texas,1600000US4827684,Frisco
Texas,1600000US4828068,Galveston
Texas,1600000US4829000,Garland
Texas,1600000US4829336,Georgetown
Texas,1600000US4830464,Grand Prairie
Texas,1600000US4830644,Grapevine
Texas,1600000US4831928,Haltom
Texas,1600000US4832372,Harlingen
Texas,1600000US4835000,Houston
Texas,1600000US4835528,Huntsville
Texas,1600000US4835576,Hurst
Texas,1600000US4837000,Irving
Texas,1600000US4838632,Keller
Texas,1600000US4839148,Killeen
Texas,1600000US4839352,Kingsville
Texas,1600000US4840588,Lake Jackson
Texas,1600000US4841212,Lancaster
Texas,1600000US4841440,La Porte
Texas,1600000US4841464,Laredo
Texas,1600000US4841980,League
Texas,1600000US4842508,Lewisville
Texas,1600000US4845000,Lubbock
Texas,1600000US4845072,Lufkin
Texas,1600000US4845384,McAllen
Texas,1600000US4845744,McKinney
Texas,1600000US4846452,Mansfield
Texas,1600000US4848072,Midland
Texas,1600000US4848768,Mission
Texas,1600000US4848804,Missouri
Texas,1600000US4850256,Nacogdoches
Texas,1600000US4850820,New Braunfels
Texas,1600000US4852356,North Richland Hills
Texas,1600000US4853388,Odessa
Texas,1600000US4855080,Paris
Texas,1600000US4856000,Pasadena
Texas,1600000US4856348,Pearland
Texas,1600000US4857200,Pharr
Texas,1600000US4858016,Plano
Texas,1600000US4858820,Port Arthur
Texas,1600000US4861796,Richardson
Texas,1600000US4863500,Round Rock
Texas,1600000US4863572,Rowlett
Texas,1600000US4864472,San Angelo
Texas,1600000US4865000,San Antonio
Texas,1600000US4865600,San Marcos
Texas,1600000US4867496,Sherman
Texas,1600000US4868636,Socorro
Texas,1600000US4870808,Sugar Land
Texas,1600000US4872176,Temple
Texas,1600000US4872368,Texarkana
Texas,1600000US4872392,Texas
Texas,1600000US4872530,The Colony
Texas,1600000US4874144,Tyler
Texas,1600000US4876000,Waco
Texas,1600000US4877272,Weslaco
Texas,1600000US4879000,Wichita Falls
Utah,1600000US4907690,Bountiful
Utah,1600000US4913850,Clearfield
Utah,1600000US4916270,Cottonwood Heights
Utah,1600000US4920120,Draper
Utah,1600000US4943660,Layton
Utah,1600000US4945860,Logan
Utah,1600000US4953230,Murray
Utah,1600000US4955980,Ogden
Utah,1600000US4957300,Orem
Utah,1600000US4962470,Provo
Utah,1600000US4965110,Roy
Utah,1600000US4967000,Salt Lake
Utah,1600000US4967440,Sandy
Utah,1600000US4970850,South Jordan
Utah,1600000US4982950,West Jordan
Utah,1600000US4983470,West Valley
Virginia,1600000US5101000,Alexandria
Virginia,1600000US5107784,Blacksburg
Virginia,1600000US5114968,Charlottesville
Virginia,1600000US5116000,Chesapeake
Virginia,1600000US5121344,Danville
Virginia,1600000US5135000,Hampton
Virginia,1600000US5135624,Harrisonburg
Virginia,1600000US5144984,Leesburg
Virginia,1600000US5147672,Lynchburg
Virginia,1600000US5148952,Manassas
Virginia,1600000US5156000,Newport News
Virginia,1600000US5157000,Norfolk
Virginia,1600000US5161832,Petersburg
Virginia,1600000US5164000,Portsmouth
Virginia,1600000US5168000,Roanoke
Virginia,1600000US5176432,Suffolk
Virginia,1600000US5182000,Virginia Beach
Washington,1600000US5303180,Auburn
Washington,1600000US5305210,Bellevue
Washington,1600000US5305280,Bellingham
Washington,1600000US5307380,Bothell
Washington,1600000US5307695,Bremerton
Washington,1600000US5308850,Burien
Washington,1600000US5317635,Des Moines
Washington,1600000US5320750,Edmonds
Washington,1600000US5322640,Everett
Washington,1600000US5323515,Federal Way
Washington,1600000US5335275,Kennewick
Washington,1600000US5335415,Kent
Washington,1600000US5335940,Kirkland
Washington,1600000US5336745,Lacey
Washington,1600000US5338038,Lakewood
Washington,1600000US5340245,Longview
Washington,1600000US5340840,Lynnwood
Washington,1600000US5343955,Marysville
Washington,1600000US5347560,Mount Vernon
Washington,1600000US5351300,Olympia
Washington,1600000US5353545,Pasco
Washington,1600000US5356695,Puyallup
Washington,1600000US5357535,Redmond
Washington,1600000US5357745,Renton
Washington,1600000US5358235,Richland
Washington,1600000US5361115,Sammamish
Washington,1600000US5362288,SeaTac
Washington,1600000US5363000,Seattle
Washington,1600000US5363960,Shoreline
Washington,1600000US5367000,Spokane
Washington,1600000US5370000,Tacoma
Washington,1600000US5373465,University Place
Washington,1600000US5374060,Vancouver
Washington,1600000US5375775,Walla Walla
Washington,1600000US5377105,Wenatchee
Washington,1600000US5380010,Yakima
Wisconsin,1600000US5502375,Appleton
Wisconsin,1600000US5506500,Beloit
Wisconsin,1600000US5510025,Brookfield
Wisconsin,1600000US5522300,Eau Claire
Wisconsin,1600000US5527300,Franklin
Wisconsin,1600000US5531000,Green Bay
Wisconsin,1600000US5531175,Greenfield
Wisconsin,1600000US5537825,Janesville
Wisconsin,1600000US5539225,Kenosha
Wisconsin,1600000US5540775,La Crosse
Wisconsin,1600000US5548000,Madison
Wisconsin,1600000US5548500,Manitowoc
Wisconsin,1600000US5551000,Menomonee Falls
Wisconsin,1600000US5553000,Milwaukee
Wisconsin,1600000US5556375,New Berlin
Wisconsin,1600000US5558800,Oak Creek
Wisconsin,1600000US5560500,Oshkosh
Wisconsin,1600000US5566000,Racine
Wisconsin,1600000US5572975,Sheboygan
Wisconsin,1600000US5584250,Waukesha
Wisconsin,1600000US5584475,Wausau
Wisconsin,1600000US5584675,Wauwatosa
Wisconsin,1600000US5585300,West Allis
Wisconsin,1600000US5585350,West Bend
West Virginia,1600000US5414600,Charleston
West Virginia,1600000US5439460,Huntington
West Virginia,1600000US5455756,Morgantown
West Virginia,1600000US5462140,Parkersburg
West Virginia,1600000US5486452,Wheeling
Wyoming,1600000US5613150,Casper
Wyoming,1600000US5613900,Cheyenne
Wyoming,1600000US5645050,Laramie
